Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
SERVICIOS,DE,DISEÑO,,,,
78.154.333-0,GRAFICO,RIVERA,Y,2025-07-24,,
SANTA,MARIA,LIMITADA,,,,
101460,78.154.377-2,ENTRETENCION,2025-07-24,,,
MAURICIO,LAZO,E.I.R.L.,,,,
101461,78.154.701-8,2025-07-24,,,,
101462,78.154.735-2,TERRANATIVA,SPA,2025-07-24,,
101463,78.154.907-K,2025-07-24,,,,
Y,CONSTRUCCIÓN,SPA,,,,
101464,78.156.201-7,NOVENAFIX,SPA,2025-07-24,,
TORRES,Y,POZO,,,,
101465,78.156.896-1,2025-07-24,,,,
101466,78.157.192-K,CODE,AUTOS,SPA,2025-07-24,
101467,78.158.703-6,2025-07-24,,,,
101468,78.159.303-6,LATIENDITADEOVOO,SPA,2025-07-24,,
