Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
RPC,FERRETERIA,Y,,,,
76.166.371-2,CONSTRUCCION,2025-07-24,,,,
66986,76.486.234-1,GASES,YERKO,DONOSO,2025-07-24,
66987,77.223.346-9,NEUVOR,SPA,2025-07-24,,
66988,77.756.028-K,2025-07-24,,,,
SOCIEDAD,DE,OBRAS,,,,
66989,77.142.572-0,CIVILES,Y,PAVIMENTOS,2025-07-24,
66990,76.488.781-6,2025-07-24,,,,
GUILLERMO,GUZMAN,Y,,,,
66991,77.150.900-2,2025-07-24,,,,
66992,77.127.894-9,COMERCIAL,JCAF,SPA,2025-07-24,
66993,76.736.641-8,2025-07-24,,,,
66994,76.769.380-K,2025-07-24,,,,
DONOSO,FLORES,EIRL,,,,
66995,77.151.544-4,EMPRESAS,SYP,LIMITADA,2025-07-24,
