Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76919,AGRICOLA,SEBASTIAN,A,,,,
GARCES,GARCES,E.I.R.L,,,,,
76920,77.001.654-1,2025-07-24,,,,,
76921,77.819.509-7,B,&,M,SOLUCIONES,SPA,2025-07-24
CAFETERIA,ROSA,PINO,,,,,
76922,77.595.601-1,2025-07-24,,,,,
PUBLICIDAD,HUGO,PINTO,,,,,
76923,77.633.033-7,2025-07-24,,,,,
76924,77.139.990-8,2025-07-24,,,,,
76925,77.820.166-6,KUB,CHILE,SPA,2025-07-24,,
76926,77.595.835-9,2025-07-24,,,,,
Y,VEGA,LIMITADA,,,,,
76927,77.715.964-K,TELCOVEN,CHILE,SPA,2025-07-24,,
CLIMA,GLOBAL,JOHNSON,,,,,
76928,77.140.146-5,2025-07-24,,,,,
76929,77.001.809-9,2025-07-24,,,,,
