Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.986.771-4,COMERCIALIZADORA,2025-07-24,,,
SCORPIO,ASEO,Y,,,
106045,77.987.310-2,MANTENCIONES,2025-07-24,,
106046,77.987.757-4,TRAUMATOLÓGICOS,2025-07-24,,
106047,77.987.781-7,2025-07-24,,,
DISTRIBUIDORA,SYM,SPA,,,
106048,77.988.086-9,2025-07-24,,,
106049,77.988.991-2,2025-07-24,,,
106050,77.989.071-6,CONSTRUCTORA,3M,SPA,2025-07-24
SOCIEDAD,LAS,PITRAS,,,
106051,77.989.135-6,2025-07-24,,,
106052,77.989.209-3,2025-07-24,,,
106053,77.989.769-9,2025-07-24,,,
106054,77.990.036-3,2025-07-24,,,
