Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
77.492.832-4,CONSTRUCCIONES,MP,SPA,2025-07-24,,,
74600,77.048.233-K,ARCHIPIELAGO,SPA,2025-07-24,,,
RUTA,DE,LA,MEMORIA,,,,
74601,76.888.044-1,PRODUCCIÓN,Y,SERVICIOS,2025-07-24,,
74602,77.599.532-7,2025-07-24,,,,,
74603,77.022.334-2,SPORT,INFINITY,SPA,2025-07-24,,
74604,77.493.110-4,CAPACITACION,OUTDOOR,2025-07-24,,,
74605,77.576.726-K,2025-07-24,,,,,
74606,78.068.199-3,EVENTOS,R,&,C,SPA,2025-07-24
74607,77.023.189-2,PIÑA,Y,PIÑAS,SPA,2025-07-24,
74608,77.493.183-K,K&V,GROUP,SPA,2025-07-24,,
74609,77.049.323-4,KINSA,SPA,2025-07-24,,,
