Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78367,MARKET,GOURMET,UNO,,,
3M,HEALTHCARE,CHILE,,,,
78368,77.784.624-8,2025-07-24,,,,
78369,77.698.639-9,RG,PRODUCCIONES,SPA,2025-07-24,
78370,77.868.494-2,2025-07-24,,,,
78371,79.981.400-5,INNOVACION,Y,GESTION,2025-07-24,
DE,EMPRESAS,LIMITADA,,,,
78372,77.785.105-5,SEGURIDAD,JV,SPA,2025-07-24,
GRABADOS,Y,LETRAS,,,,
78373,77.720.206-5,2025-07-24,,,,
ALFREDO,LATHROP,Y,,,,
78374,77.868.600-7,2025-07-24,,,,
GLOBAL,//,ECO,SUR,-,,
78375,77.777.525-1,CONSTRUCTORA,2025-07-24,,,
78376,77.785.111-K,2025-07-24,,,,
78377,77.868.661-9,2025-07-24,,,,
