Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.949.915-4,MANTENCIONES,2025-07-24,,,,
83774,78.084.349-7,2025-07-24,,,,
COMERCIAL,Y,OPTICA,,,,
83775,77.908.431-0,2025-07-24,,,,
83776,78.010.167-9,COMERCIALIZADORA,2025-07-24,,,
83777,77.909.409-K,2025-07-24,,,,
83778,77.935.840-2,2025-07-24,,,,
83779,77.959.073-9,2025-07-24,,,,
83780,77.997.036-1,JVR,LINE,SPA,2025-07-24,
83781,77.477.260-K,INVERSIONES,2025-07-24,,,
83782,78.010.643-3,COMERCIAL,L&V,SPA,2025-07-24,
83783,77.949.943-K,TEJA,CORRIDA,SPA,2025-07-24,
