Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
36473,LOGÍSTICA,INTEGRAL,,,
36474,77.456.311-3,D&P,CREACIONES,SPA,2025-07-24
36475,77.456.441-1,2025-07-24,,,
36476,77.457.710-6,2025-07-24,,,
ASEOS,Y,SERVICIOS,FULL,,
36477,77.458.180-4,2025-07-24,,,
36478,76.518.640-4,2025-07-24,,,
AGRIC.,Y,"CAPAC.""GRUP",,,
36479,77.458.297-5,BROQUIN,SPA,2025-07-24,
36480,76.518.830-K,CONSTRUCTORA,NAHEN,2025-07-24,
GRD,SERVICIOS,GILBERTO,,,
36481,77.460.414-6,2025-07-24,,,
ENRIQUE,DIAZ,DIAZ,E.I.R.L.,,
36482,77.476.455-0,2025-07-24,,,
36483,77.461.336-6,2025-07-24,,,
