Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
102780,DISTRIBUIDORA,SODATALCA,,,,
LINKAPSIS,GEODESIA,E,,,,
102781,76.232.601-9,2025-07-24,,,,
Rozbaczylo,y,Vasquez,,,,
102782,76.232.627-2,consultores,asociados,2025-07-24,,
Softline,International,Chile,,,,
102783,76.232.892-5,2025-07-24,,,,
CENTRO,DE,EVALUACION,Y,,,
102784,76.233.285-K,2025-07-24,,,,
-,CNC,S,,,,
102785,76.233.666-9,SURQUERO,E.I.R.L.,2025-07-24,,
102786,76.233.893-9,2025-07-24,,,,
Escuela,de,Conductores,Ruta,,,
102787,76.235.091-2,2025-07-24,,,,
Del,Sol,Limitada,,,,
ALFA,CONSTRUCCIONES,E,,,,
102788,76.235.935-9,2025-07-24,,,,
PAOLA,CLARO,MERCADO,,,,
102789,76.236.361-5,INDIVIDUAL,DE,2025-07-24,,
