Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.989.207-7,INGENIERIAS,2025-07-24,,,,
84512,78.039.855-8,NOMADEPASTORES,SPA,2025-07-24,,
84513,77.517.938-4,2025-07-24,,,,
OPITZ,SALINAS,LIMITADA,,,,
84514,78.124.153-9,PRIME,FOOD,SPA,2025-07-24,
84515,78.041.126-0,CONSTRUCCIONES,E.I.R.,2025-07-24,,
84516,78.033.704-4,2025-07-24,,,,
RAPHAEL,LOPES,SPA,,,,
84517,77.969.228-0,2025-07-24,,,,
84518,77.942.434-0,2025-07-24,,,,
CERDA,Y,CÍA,LIMITADA,,,
84519,78.033.893-8,JCG,PRODUCCIONES,SPA,2025-07-24,
OBRAS,CIVILES,GARAY,,,,
84520,77.989.334-0,2025-07-24,,,,
84521,77.984.285-1,MIMICHURROS,SPA,2025-07-24,,
