Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.799.740-K,BARBATO,ASESORIAS,E,2025-07-24,,,
50774,76.569.275-K,CLIMATIZACION,2025-07-24,,,,
50775,76.507.582-3,TEXAM,SPA,2025-07-24,,,
50776,77.219.531-1,2025-07-24,,,,,
50777,76.589.715-7,ACLIMATEC,SPA,2025-07-24,,,
50778,78.008.693-9,SANTORINI,SPA,2025-07-24,,,
50779,76.569.867-7,2025-07-24,,,,,
50780,76.508.234-K,ENERFIT,LTDA.,2025-07-24,,,
GENERAL,SERVICE,LLH,,,,,
50781,77.219.747-0,2025-07-24,,,,,
50782,76.550.926-2,SEGUNDO,ATILIANO,2025-07-24,,,
CUEVAS,SILVA,LIMITADA,,,,,
50783,76.589.959-1,casa,de,la,ampolleta,spa,2025-07-24
