Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.088.034-1,MALLOA,CNC,SPA,2025-07-24,,
83829,78.012.751-1,EVENTOS,INOSTROZA,Y,2025-07-24,
83830,77.960.573-6,COMERCIAL,VK,SPA,2025-07-24,
VS&TI,INGENIERIA,Y,,,,
83831,77.913.591-8,TELECOMUNICACIONES,2025-07-24,,,
83832,77.960.597-3,2025-07-24,,,,
INVERSIONES,C&L,SPA,,,,
83833,77.951.632-6,EVENTOS,ARIEL,PÉREZ,2025-07-24,
83834,78.012.858-5,2025-07-24,,,,
83835,78.000.584-K,SEMPITERNO,SPA,2025-07-24,,
83836,77.913.825-9,2025-07-24,,,,
83837,78.012.937-9,OTEC,MITCARE,SPA,2025-07-24,
83838,77.952.429-9,TIMBIOS,SPA,2025-07-24,,
