Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
MOVIMIENTO,DE,TIERRA,,,,,
YOCELIN,DE,LOURDES,,,,,
106011,QUIROZ,PAREDES,,,,,
EMPRESA,INDIVIDUAL,DE,,,,,
106012,77.974.289-K,WEZEN,GROUP,SPA,2025-07-24,,
106013,77.975.449-9,L,&,J,SOLUCIONES,SPA,2025-07-24
106014,77.975.781-1,2025-07-24,,,,,
DE,CHILE,SPA,,,,,
106015,77.975.915-6,2025-07-24,,,,,
106016,77.976.186-K,2025-07-24,,,,,
106017,77.976.989-5,SOCIEDAD,MORGAL,SPA,2025-07-24,,
106018,77.977.872-K,2025-07-24,,,,,
106019,77.978.421-5,Z,ESTUDIO,SPA,2025-07-24,,
106020,77.978.499-1,SILVOAGROPECUARIA,2025-07-24,,,,
106021,77.978.831-8,2025-07-24,,,,,
