Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.170.487-3,PSICOACCIÓN,RUV,SPA,2025-07-24,,
86968,78.105.028-8,JOTA,INGENIERÍA,SPA,2025-07-24,
86969,8.105.858-K,2025-07-24,,,,
86970,78.100.444-8,COMPRA,FÁCIL,SPA,2025-07-24,
86971,78.082.964-8,ELECTRIC,ACULEO,SPA,2025-07-24,
86972,78.151.733-K,2025-07-24,,,,
86973,77.628.621-4,CLOUD,BUILDER,SPA,2025-07-24,
86974,78.171.731-2,REFRIGERACION,PYP,2025-07-24,,
86975,78.152.075-6,BRORED,SPA,2025-07-24,,
86976,77.628.630-3,INTERMEDICA,LIMITADA,2025-07-24,,
HECHO,A,MANO,Y,NO,,
86977,77.206.232-K,2025-07-24,,,,
86978,78.037.555-8,2025-07-24,,,,
