Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
62534,DIEGO,ALEJANDRO,,,,
NAVARRETE,LOBOS,E.I.R.,,,,
62535,76.972.554-7,SWIPRO,CHILE,SPA,2025-07-24,
62536,76.973.128-8,EGBV,SPA,2025-07-24,,
62537,77.054.311-8,REDCODE,SPA,2025-07-24,,
62538,77.577.904-7,2025-07-24,,,,
62539,77.050.850-9,ANSWERS,&,SOLUTIONS,2025-07-24,
62540,78.206.800-8,ESCUELA,MODERNA,DE,2025-07-24,
62541,77.055.864-6,SOLARSTORE,SPA,2025-07-24,,
62542,70.016.390-3,2025-07-24,,,,
62543,78.208.060-1,2025-07-24,,,,
62544,76.973.236-5,2025-07-24,,,,
EVENTOS,LTC,LIMITADA,,,,
