Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
79939,SERVICIOS,Y,ASESORÍAS,,,,
COMERCIALES,CG,SPA,,,,,
79940,77.833.103-9,COMERCIAL,AGUSFEL,SPA,2025-07-24,,
79941,77.794.049-K,PRODUCTOS,EN,MADERA,2025-07-24,,
AC,360,SOLUCIONES,Y,,,,
79942,77.768.568-6,2025-07-24,,,,,
COMERCIAL,GUTIERREZ,Y,,,,,
79943,77.785.410-0,2025-07-24,,,,,
79944,77.794.824-5,GENAXYA,SPA,2025-07-24,,,
79945,77.768.789-1,COMERCIAL,A,&,L,SPA,2025-07-24
79946,77.785.433-K,OTEC,BECAS,ELYON,SPA,2025-07-24,
79947,77.794.832-6,LABORATORIO,BIOVAL,SPA,2025-07-24,,
79948,77.933.621-2,2025-07-24,,,,,
79949,77.735.538-4,PROFESIONALES,2025-07-24,,,,
