Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.704.762-0,LEARNING,AND,TRAINING,2025-07-24,,,
73088,77.541.890-7,L&M,Servicios,Ltda.,2025-07-24,,
73089,77.998.515-6,RIQUELME,ARAVENA,Y,2025-07-24,,
73090,77.430.877-6,GMW,SPA,2025-07-24,,,
73091,77.704.830-9,2025-07-24,,,,,
MI,VALLE,LIMITADA,,,,,
73092,77.547.937-K,M,Y,J,SEGURIDAD,SPA,2025-07-24
INSUMOS,DE,OFICINA,Y,,,,
MATERIAL,DE,USO,,,,,
73093,77.998.555-5,EDUCATIVO,YESSENIA,2025-07-24,,,
GUTIERREZ,REVECO,E.I.R.,,,,,
73094,77.431.251-K,MANTENIMIENTO,FICA,2025-07-24,,,
73095,77.521.401-5,RUKAVICA,SPA,2025-07-24,,,
73096,77.705.016-8,CAPACITACIONES,SAED,2025-07-24,,,
