Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.252.517-6,CONSTRUCCIONES,BORIS,2025-07-24,,
ROJAS,RUBIO,E.I.R.L.,,,
80779,77.961.005-5,IMPORTADORA,BRUMAI,2025-07-24,
INGENIERÍA,DEL,NORTE,,,
80780,77.817.231-3,2025-07-24,,,
IGP,INGENIERIA,Y,,,
80781,77.869.873-0,2025-07-24,,,
80782,76.810.275-9,EQUIPAMIENTO,MÉDICO,2025-07-24,
80783,77.882.467-1,2025-07-24,,,
80784,9.377.619-4,2025-07-24,,,
80785,77.869.934-6,INVERSIONES,Y,2025-07-24,
TRANSPORTE,EGAL,SPA,,,
80786,77.777.751-3,2025-07-24,,,
80787,77.882.827-8,NISAMAT,SERVICIOS,SPA,2025-07-24
80788,77.832.212-9,RINAI,SPA,2025-07-24,
