Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
GESTIÓN,Y,CONSTRUCCIÓN,DE,PROYECTOS,DELTA,LIMITADA,2025-07-24
75857,SOCIEDAD,COMERCIAL,INDUSCOM,SPA,2025-07-24,,
77.092.863-,IMPORTADORA,Y,COMERCIALIZADORA,EBAL,SOCIEDAD,,
K,COMERCIAL,DE,RESPONSABILIDAD,LIMITADA,,,
75859,CONSULTORIA,Y,GESTIÓN,FERNANDO,FRIDERICHSEN,E.I.R.L.,2025-07-24
75860,COMERCIAL,BLUE,SKY,LIMITADA,2025-07-24,,
75861,SOCIEDAD,DE,INVERSIONES,AWR,SPA,2025-07-24,
75862,ELECTRICIDAD,JOSE,ALEJANDRO,ALVAREZ,ROJAS,E.I.R.L.,2025-07-24
75863,STUVENKUCHEN,SPA,2025-07-24,,,,
75864,FERRETERIA,L&S,LIMITADA,2025-07-24,,,
75865,ENCINARES,CONSULTORES,SPA,2025-07-24,,,
75866,TRANSPORTES,LUIS,ANTONIO,ÁLVAREZ,E.I.R.L.,2025-07-24,
75867,CLINICAL,SALUD,SPA,2025-07-24,,,
