Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ING,Y,CONST,EESO,E.I.R.L.,2025-07-24,,
75263,INGENIERÍA,Y,SERVICIOS,PROFESIONALES,INGELSEC,SPA,2025-07-24
75264,AGEOMAQ,LIMITADA,2025-07-24,,,,
75265,EVENTOS,EL,DELICIOSO,SPA,2025-07-24,,
77.524.642-,ORGANISMO,TÉCNICO,DE,CAPACITACIÓN,&,ASESORIAS,DIEGO
1,RIVAS,CORONADO,E.I.R.L.,,,,
75267,WHIPLASH,PRODUCCIONES,SPA,2025-07-24,,,
75268,INVERSIONES,BEMA,SPA,2025-07-24,,,
75269,PATAGONIA,COPTERS,SPA,2025-07-24,,,
75270,OMNIPAYMENTS,CHILE,SPA,2025-07-24,,,
75271,MAHAVE,ELECTRIC,SPA,2025-07-24,,,
77.643.625-,JORGE,HAROLDO,ALVARADO,SANCHEZ,DISEÑO,Y,PUBLICIDAD
75273,"NÚÑEZ,",RAMÍREZ,Y,COMPAÑÍA,LIMITADA,2025-07-24,
