Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
81054,COMERCIAL,RODRIGUEZ,,,,
81055,77.880.728-9,2025-07-24,,,,
81056,77.881.017-4,SOCIEDAD,PINO,SPA,2025-07-24,
CONTROL,DE,PLAGAS,,,,
81057,77.975.616-5,2025-07-24,,,,
81058,77.889.904-3,C&F,SOLUCIONES,SPA,2025-07-24,
81059,77.842.364-2,ECO,SERVINPRO,SPA,2025-07-24,
AVG,Producción,Integral,,,,
81060,77.820.030-9,2025-07-24,,,,
81061,77.266.566-0,RETAIL,FOODSERVICES,2025-07-24,,
81062,9.539.855-3,2025-07-24,,,,
81063,77.843.087-8,2025-07-24,,,,
81064,77.820.099-6,2025-07-24,,,,
