Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.934.408-8,AYRA,CONSULTORA,SPA,2025-07-24,,
82180,77.887.899-2,2025-07-24,,,,
82181,78.008.812-5,2025-07-24,,,,
HC,INGENIERÍA,Y,,,,
82182,77.871.082-K,2025-07-24,,,,
82183,77.883.536-3,TERMOPRO,PVC,SPA,2025-07-24,
82184,96.913.350-4,KARDEX,CHILE,2025-07-24,,
EL,COCIMIENTO,GOZA,EL,,,
82185,77.841.388-4,2025-07-24,,,,
82186,77.351.906-4,PEDLER,ARAUCANIA,SPA,2025-07-24,
CENTRO,INTEGRAL,DE,,,,
82187,77.935.579-9,2025-07-24,,,,
82188,77.888.559-K,PACALI,SPA,2025-07-24,,
82189,77.841.417-1,2025-07-24,,,,
