Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.962.968-8,CAPACITACION,LECHERO,2025-07-24,,,
DEL,SUR,SPA,,,,
84764,78.050.002-6,2025-07-24,,,,
AGUAYO,INGENIERÍA,Y,,,,
84765,78.136.794-K,2025-07-24,,,,
84766,77.995.426-9,2025-07-24,,,,
Y,ESTETICO,INNOVA,SPA,,,
84767,78.050.564-8,CONSTRUCCIONES,2025-07-24,,,
METALICAS,ARMITIG,SPA,,,,
84768,78.137.172-6,IMPORTADORA,HUITE,2025-07-24,,
84769,77.994.874-9,BENVE,SPA,2025-07-24,,
GRAN,PRODUCCIÓN,Y,,,,
84770,77.537.287-7,2025-07-24,,,,
84771,78.137.824-0,2025-07-24,,,,
84772,78.054.295-0,ÁUREA,STUDIO,SPA,2025-07-24,
84773,78.050.984-8,DIALISIS,CODIAL,SPA,2025-07-24,
