Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
GEO,INGENIERIA,Y,,,
76.814.658-6,CONSTRUCCION,2025-07-24,,,
68893,76.247.160-4,NAVARRO,Y,COMPANIA,2025-07-24
COMERCIAL,ZEGERS,Y,,,
68894,77.211.850-3,2025-07-24,,,
68895,76.823.224-5,AQUA,HEISS,LIMITADA,2025-07-24
68896,76.814.767-1,CONSTRUCTORA,ISLA,2025-07-24,
center,o,&,v,cochoita,
68897,76.581.612-2,2025-07-24,,,
68898,76.247.753-K,2025-07-24,,,
Sanchez,e,hijos,limitada,,
SOC,MARIA,HERRERA,Y,,
68899,77.212.110-5,2025-07-24,,,
68900,77.303.803-1,TECNOEFI,SPA,2025-07-24,
68901,76.823.326-8,2025-07-24,,,
EDICIÓN,DE,"DIARIOS,",,,
REVISTAS,Y,OTRAS,,,
