Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
CONSULTORA,VAUTRO,SPA,2025-07-24,,,,
75585,JRM,IMPRESOS,GRAFICOS,Y,MARKETING,SPA,2025-07-24
75586,RAPIDO,&,LISTO,SPA,2025-07-24,,
75587,SKYLAB,SPA,2025-07-24,,,,
75588,TON,SPA,2025-07-24,,,,
75589,SUR,FENIX,SPA,2025-07-24,,,
75590,COMPAÑIA,TEATRAL,ESTUDIO,17,LIMITADA,2025-07-24,
75591,DANIEL,POTOSI,GUERRERO,LABORATORIO,DENTAL,E.I.R.L.,2025-07-24
75592,TRANSPORTES,SANTINI,SPA,2025-07-24,,,
75593,COMERCIALIZADORA,E,IMPORTADORA,D&M,SPA,2025-07-24,
75594,MOMAX,SPA,2025-07-24,,,,
75595,TRANSPORTES,VF,LIMITADA,2025-07-24,,,
