Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.621.582-1,ALTOS,GLACIARES,SPA,2025-07-24,,
97216,78.046.702-9,GALU,SERVICIOS,SPA,2025-07-24,
SERVICIOS,Y,ASESORIAS,,,,
97217,77.621.940-1,EDUCACIONALES,Y,DE,2025-07-24,
97218,78.048.199-4,CIRUGIA,ACONCAGUA,2025-07-24,,
97219,77.621.956-8,EMPRESA,INDIVIDUAL,DE,2025-07-24,
97220,77.622.582-7,RG,GROUP,SPA,2025-07-24,
97221,78.048.226-5,DESTINY,N.E.S.,SPA,2025-07-24,
97222,77.622.806-0,VASPER,CAPACITA,SPA,2025-07-24,
97223,78.048.233-8,ARIDOS,KAYSER,SPA,2025-07-24,
97224,78.048.344-K,2025-07-24,,,,
97225,78.049.100-0,2025-07-24,,,,
