Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
97676,TRANSPORTES,TIA,,,,
SERVICIOS,DE,ASESORIA,,,,
97677,77.751.372-9,TECNICA,HMG,2025-07-24,,
97678,78.110.071-4,NIGMA,SOLUTIONS,SPA,2025-07-24,
97679,77.751.405-9,PARA,EL,ENFERMO,2025-07-24,
97680,78.110.934-7,2025-07-24,,,,
97681,77.751.598-5,2025-07-24,,,,
CABELLO,Y,ASOCIADOS,,,,
97682,77.751.617-5,2025-07-24,,,,
97683,77.751.915-8,DALCAMED,SPA,2025-07-24,,
97684,77.752.114-4,2025-07-24,,,,
97685,77.752.957-9,IMSER,SPA,2025-07-24,,
