Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.357.470-5,Sagitario,Limitada,2025-07-24,,,
95640,77.829.304-8,2025-07-24,,,,
IMPRENTA,Y,PUBLICIDAD,,,,
95641,78.391.400-K,2025-07-24,,,,
ALTO,IMPACTO,LIMITADA,,,,
95642,78.393.420-5,2025-07-24,,,,
95643,77.831.333-2,GREAT,PROFILE,SPA,2025-07-24,
LEDESMA,Y,CARDENAS,,,,
95644,78.394.830-3,2025-07-24,,,,
95645,77.832.942-5,LSV,SPA,2025-07-24,,
COMERCIAL,LA,OLLITA,,,,
95646,78.408.480-9,2025-07-24,,,,
COMERCIO,Y,ASISTENCIA,,,,
95647,77.833.790-8,2025-07-24,,,,
95648,78.416.500-0,2025-07-24,,,,
95649,77.834.148-4,PROPACOP,SPA,2025-07-24,,
95650,78.431.150-3,2025-07-24,,,,
