Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
68881,CENTRO,MÉDICO,ALIWEN,,,,
68882,77.211.252-1,2025-07-24,,,,,
RIVERA,VERGARA,SPA,,,,,
68883,76.814.021-9,2025-07-24,,,,,
68884,77.240.533-2,MULTI,CARTELES,SPA,2025-07-24,,
CENTRO,DE,TERAPIAS,,,,,
68885,77.353.996-0,2025-07-24,,,,,
68886,76.823.127-3,2025-07-24,,,,,
68887,77.527.609-6,SELMAC,SPA,2025-07-24,,,
68888,77.241.515-K,PRODUCCIÓN,DE,2025-07-24,,,
"EVENTOS,",PROPAGA,TU,,,,,
68889,77.835.593-0,2025-07-24,,,,,
AGES,Asesoría,Técnica,y,,,,
68890,76.245.789-K,2025-07-24,,,,,
68891,77.241.569-9,TRANSPORTES,M,Y,F,SPA,2025-07-24
