Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.424.625-K,CAPACITACIÓN,2025-07-24,,,,
49478,77.982.863-8,2025-07-24,,,,
49479,77.813.088-2,2025-07-24,,,,
49480,77.961.466-2,2025-07-24,,,,
49481,76.746.672-2,2025-07-24,,,,
49482,76.464.648-7,IMAGENOLOGICA,SAN,2025-07-24,,
49483,76.532.214-6,2025-07-24,,,,
RETAMAL,PÉREZ,E.I.R.L,,,,
Servicios,Mecánicos,y,,,,
49484,76.527.591-1,2025-07-24,,,,
49485,77.813.148-K,2025-07-24,,,,
49486,76.464.660-6,2025-07-24,,,,
