Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.085.656-4,CONSTRUCCION,MAGOR,2025-07-24,,,
101202,78.085.765-K,2025-07-24,,,,
101203,78.085.913-K,COMERCIAL,HOCH,SPA,2025-07-24,
101204,78.086.319-6,TATO,PRO,SPA,2025-07-24,
SERVICIOS,Y,COMERCIO,,,,
101205,78.086.422-2,2025-07-24,,,,
FARO,SUR,SPA,,,,
101206,78.088.605-6,TECHNIC,TALENT,SPA,2025-07-24,
101207,78.090.527-1,2025-07-24,,,,
MAESTRANZA,C&C,SPA,,,,
101208,78.090.921-8,MILA,GROUP,SPA,2025-07-24,
101209,78.091.269-3,BORELU,SPA,2025-07-24,,
101210,78.091.493-9,2025-07-24,,,,
101211,78.092.446-2,2025-07-24,,,,
