Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.260.202-2,EL,SENDERO,SPA,2025-07-24,,,
67249,77.770.716-7,EVOLUTION,MOTORS,2025-07-24,,,
67250,77.152.521-0,2025-07-24,,,,,
67251,96.534.760-7,M,P,M,S,A,2025-07-24
67252,77.163.551-2,2025-07-24,,,,,
COMERCIAL,Y,SERVICIOS,,,,,
67253,77.771.087-7,2025-07-24,,,,,
PIEDRA,ANGULAR,SPA,,,,,
67254,76.773.307-0,2025-07-24,,,,,
67255,77.233.653-5,2025-07-24,,,,,
LOS,CANCINO,SALINAS,,,,,
67256,77.167.993-5,2025-07-24,,,,,
VENTA,Y,SERVICIOS,,,,,
67257,76.747.214-5,NELSON,VERGARA,2025-07-24,,,
67258,77.248.943-9,2025-07-24,,,,,
