Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
87830,RODRIGO,BELFOR,,,,,
87831,78.114.724-9,2025-07-24,,,,,
87832,78.090.622-7,2025-07-24,,,,,
87833,78.140.961-8,TODOMAS,SPA,2025-07-24,,,
87834,78.156.485-0,2025-07-24,,,,,
87835,78.206.458-4,INVERSIONES,C,&,A,SPA,2025-07-24
87836,78.090.734-7,INGENIERÍA,Y,2025-07-24,,,
87837,78.140.971-5,BIRKEN,MÖBELS,SPA,2025-07-24,,
87838,78.115.073-8,ZAMORA,SPA,2025-07-24,,,
87839,79.732.700-K,2025-07-24,,,,,
87840,78.090.792-4,2025-07-24,,,,,
