Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
TRANSPORTE,Y,TURISMO,,,,
76.057.728-6,RICARDO,ALLEN,GONZALEZ,E.,2025-07-24,
RENE,HERIBERTO,YEFI,OJEDA,,,
57831,76.455.631-3,TURISMO,Y,EXPEDICIONES,E.I.,2025-07-24
57832,76.778.435-K,MONO,MEDIA,SPA,2025-07-24,
57833,76.860.774-5,INVERSIONES,RYMCO,SPA,2025-07-24,
57834,76.058.002-3,2025-07-24,,,,
57835,76.837.858-4,CIBERMARIN,SPA,2025-07-24,,
SANTIAGO,HERNAN,MEDINA,,,,
57836,76.875.213-3,SANDOVAL,VENTA,DE,2025-07-24,
57837,76.782.519-6,PEREZ,EMPRESA,INDIVIDUAL,2025-07-24,
TRANSPORTE,DE,CARGA,POR,,,
57838,77.416.355-7,CARRETERA,HÉCTOR,ANGEL,2025-07-24,
LETELIER,SALAZAR,E.I.R.L.,,,,
57839,76.838.154-2,TURISTICO,Y,EVENTOS,2025-07-24,
NUCLEO,DE,INNOVACIÓN,Y,,,
57840,76.878.525-2,2025-07-24,,,,
