Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
68675,SOC,DE,SERVICIOS,,,
68676,76.811.992-9,PROFESIONALES,2025-07-24,,,
Villarrica,Cobranzas,y,,,,
68677,76.565.369-K,2025-07-24,,,,
INGENIERIA,Y,MONTAJES,,,,
68678,77.342.084-K,2025-07-24,,,,
68679,77.295.674-6,2025-07-24,,,,
68680,77.322.270-3,MODULOS,S.A.,2025-07-24,,
68681,77.218.934-6,TOCTV,SPA,2025-07-24,,
68682,76.566.307-5,2025-07-24,,,,
68683,77.199.288-9,2025-07-24,,,,
TECH,COMPANY,SPA,,,,
68684,77.828.388-3,2025-07-24,,,,
68685,76.566.730-5,COM,BIOLED,LTDA,2025-07-24,
