Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.107.971-7,GRESHA,STYLE,SPA,2025-07-24,,
63944,77.050.473-2,SANTA,LEONOR,SPA,2025-07-24,
SOLUCIONES,ING,PRO,,,,
63945,77.289.781-2,2025-07-24,,,,
63946,77.108.199-1,MORANDA,SPA,2025-07-24,,
63947,77.120.027-3,DIABEMED,CHILE,SPA,2025-07-24,
63948,77.026.306-9,2025-07-24,,,,
63949,77.108.673-K,2025-07-24,,,,
63950,77.050.916-5,2025-07-24,,,,
EMPRESA,INDIVIDUAL,DE,,,,
63951,77.108.208-4,INFORMATICA,ITATA,SPA,2025-07-24,
63952,77.017.583-6,CONSTRUCCIÓN,A&J,2025-07-24,,
63953,77.120.729-4,2025-07-24,,,,
