Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.695.421-7,RM,ELECTRICIDAD,SPA,2025-07-24,,
88738,79.781.370-2,2025-07-24,,,,
88739,78.149.635-9,2025-07-24,,,,
TERRA,Y,AQUA,,,,
88740,77.695.546-9,TRADUCCIONES,2025-07-24,,,
88741,79.795.900-6,SEGUROS,GERMAN,2025-07-24,,
GAETE,Y,CIA,LTDA,,,
88742,87.556.200-2,REPRESENTACIONES,2025-07-24,,,
88743,78.206.751-6,NAVARRETE,EMPRESA,2025-07-24,,
88744,79.838.960-2,CONSTRUCTORA,2025-07-24,,,
PIEMONTE,S,A,,,,
88745,87.674.400-7,2025-07-24,,,,
88746,78.126.854-2,KINESIOBALANCE,SPA,2025-07-24,,
