Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
84119,CONSTRUCCIÓN,WALTER,,,,,
ALEXI,PACHECO,SAEZ,E.I.,,,,
84120,78.101.972-0,CACTUS,SOLUTIONS,SPA,2025-07-24,,
84121,77.926.033-K,TECSIM,SPA,2025-07-24,,,
COMERCIALIZADORA,S,&,,,,,
84122,77.499.846-2,2025-07-24,,,,,
84123,77.926.165-4,INVERSIONES,M,&,C,SPA,2025-07-24
84124,78.014.192-1,2025-07-24,,,,,
MARIA,EUGENIA,CANIO,,,,,
84125,78.102.399-K,MUÑOZ,ASEOS,2025-07-24,,,
84126,77.500.615-3,GRAFICASTUDIOS3,SPA,2025-07-24,,,
84127,78.103.519-K,2025-07-24,,,,,
84128,77.926.261-8,2025-07-24,,,,,
84129,78.022.881-4,COMIDAS,Y,ALIMENTOS,2025-07-24,,
