Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
102312,LINK,TECNOLOGIA,DIGITAL,S,,,
102313,99.545.700-8,PAREJA,LECAROS,CHILE,S,A,2025-07-24
102314,99.549.000-5,REMACO,S,A,2025-07-24,,
102315,99.549.160-5,2025-07-24,,,,,
102316,99.550.650-5,TELERAD,MEDICA,CHILE,S,A,2025-07-24
CENTRO,DE,INVESTIGACION,,,,,
102317,99.562.650-0,Y,CAPACITACION,DEL,2025-07-24,,
APRENDIZAJE,UCORP,S,A,,,,
102318,99.568.700-3,2025-07-24,,,,,
VALPARAISO,SOCIEDAD,POR,,,,,
102319,99.581.810-8,NORCONTROL,CHILE,S,A,2025-07-24,
102320,99.588.050-4,SISTEMA,DE,ENERGIA,2025-07-24,,
102321,99.591.920-6,LEGNO,S,A,2025-07-24,,
102322,99.592.890-6,MULTICOM,MAULE,2025-07-24,,,
