Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
100199,COFFEE,BOARD,GAMES,,
100200,77.941.921-5,2025-07-24,,,
100201,77.942.407-3,2025-07-24,,,
100202,77.942.737-4,SOLUCIONES,INTEGRALES,2025-07-24,
100203,77.943.027-8,2025-07-24,,,
OTEC,CONDOR,ANDINO,,,
100204,77.944.399-K,2025-07-24,,,
100205,77.944.907-6,ECOPROUD,SPA,2025-07-24,
100206,77.945.157-7,CORREDORA,DE,SEGUROS,2025-07-24
100207,77.945.844-K,2025-07-24,,,
VALPARAISO,1851,SPA,,,
100208,77.945.901-2,ENERGY,DINAMICS,SPA,2025-07-24
100209,77.945.921-7,CAPACITACION,2025-07-24,,
