Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.438.095-7,COMERCIAL,SOGNO,SPA,2025-07-24,,,
36430,77.475.712-0,2025-07-24,,,,,
LS,Servicio,Técnico,Lorenzo,,,,
36431,76.504.662-9,2025-07-24,,,,,
Francisco,Santander,To,,,,,
36432,77.476.028-8,F,Y,I,LOGISTICS,SPA,2025-07-24
Activades,de,"ingenieria,",,,,,
36433,76.506.152-0,2025-07-24,,,,,
mantenimiento,y,construcc,,,,,
36434,76.507.147-K,2025-07-24,,,,,
36435,76.507.666-8,FLOR,DEL,VALLE,SPA,2025-07-24,
36436,77.438.443-K,2025-07-24,,,,,
LUGO,Y,ROSAS,SPA,,,,
36437,76.507.767-2,2025-07-24,,,,,
36438,77.439.024-3,2025-07-24,,,,,
Y,CONSTRUCCIÓN,SPA,,,,,
AGENDA,DE,PRENSA,,,,,
36439,76.508.931-K,2025-07-24,,,,,
