Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.117.296-2,COMERCIAL,AUSTRAL,SPA,2025-07-24,
77609,77.660.978-1,EME,INVERSIONES,SPA,2025-07-24
77610,77.690.062-1,2025-07-24,,,
CENTRO,MÉDICO,NEUROCOR,,,
77611,77.661.159-K,2025-07-24,,,
77612,77.623.895-3,CONSTRUCTORA,CSR,SPA,2025-07-24
INDUSTRIAL,Y,COMERCIAL,,,
77613,77.662.300-8,2025-07-24,,,
SAN,DIEGO,LIMITADA,,,
77614,77.836.326-7,KEYSOLUTIONS,SPA,2025-07-24,
77615,77.740.497-0,SERVITRAUMA,SPA,2025-07-24,
SOCIEDAD,DE,SERVICIOS,,,
77616,77.690.179-2,MÉDICOS,PEUMO,DIAL,2025-07-24
APPAREIL,SOC,COMERCIAL,Y,,
77617,78.625.070-6,2025-07-24,,,
DE,SERV,LTDA,,,
PANADERIA,CLAUDIO,COLIPI,,,
77618,77.691.253-0,2025-07-24,,,
77619,77.738.288-8,2025-07-24,,,
