Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.076.610-7,INVERSIONES,KAD,SPA,2025-07-24,,,
SERVICIOS,PARA,LA,,,,,
85252,78.072.142-1,CONSTRUCCIÓN,JAUB,2025-07-24,,,
INVERSIONES,ALTOS,DEL,,,,,
85253,77.996.207-5,2025-07-24,,,,,
85254,77.560.257-0,JDI,SERVICIOS,SPA,2025-07-24,,
85255,78.072.209-6,2025-07-24,,,,,
85256,77.996.745-K,2025-07-24,,,,,
85257,77.560.553-7,2025-07-24,,,,,
85258,78.072.371-8,CONSTRUCCIÓN,DE,LOS,2025-07-24,,
85259,78.021.559-3,IDENTITY,&,LOOK,OF,THE,2025-07-24
85260,77.560.753-K,MICHYDENT,SPA,2025-07-24,,,
85261,78.076.801-0,2025-07-24,,,,,
