Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
SOMOS,CHÉ,PATAGONES,SPA,2025-07-24,,,
75453,MDBARRIA,SPA,2025-07-24,,,,
75454,CONSTRUCTORA,AREVALO,SPA,2025-07-24,,,
75455,SERVICIOS,ESPECIALIZADOS,PAULINA,ANGELICA,REYES,CL,2025-07-24
75456,PANADERIA,FYJ,SPA,2025-07-24,,,
78.108.416-,CYZ,SERVICIOS,GENERALES,DE,MANTENCION,DE,EQUIPOS
6,MEDICOS,Y,DENTALES,SPA,,,
76.925.896-,JORGE,ANDRES,RUBILAR,VASQUEZ,",",INGENIERIA,","
5,CONSTRUCCION,",",E.I.R.L.,,,,
75459,RACCONTO,RESTOMARKET,SPA,2025-07-24,,,
75460,SPEECH&MOVIMENT,SPA,2025-07-24,,,,
75461,COMERCIAL,FAMILIA,MENA,LIMITADA,2025-07-24,,
75462,MIGUEL,CABALLERO,CHILE,SPA,2025-07-24,,
75463,Coldiab,y,Cía,Ltda.,2025-07-24,,
