Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.023.096-9,mg,consultores,spa,2025-07-24,
63271,76.534.856-0,SOLÍS,TAPIA,SERVICIOS,2025-07-24
63272,76.289.459-9,Megabits,LTDA,2025-07-24,
63273,77.004.138-4,2025-07-24,,,
ASESORIAS,Y,SERVICIOS,,,
63274,77.023.588-K,DE,PUBLICIDAD,2025-07-24,
63275,76.997.646-9,AGROTRANSPORTES,SPA,2025-07-24,
IVO,SERGIO,VLADILO,,,
63276,76.535.005-0,GOICOVIC,INGENIERIA,E.I.,2025-07-24
AGUAS,DE,LA,FUENTE,,
63277,77.079.969-4,2025-07-24,,,
63278,77.023.765-3,INGENIERÍA,Y,SERVICIOS,2025-07-24
63279,76.997.894-1,2025-07-24,,,
VIAJES,Y,TURISMO,SPA,,
63280,77.081.335-2,CEDIMAX,SPA,2025-07-24,
