Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
96.870.910-0,ESTACIONAR,S,A,2025-07-24,,,
SERVICIOS,Y,COMERCIAL,,,,,
82108,78.006.409-9,2025-07-24,,,,,
82109,76.873.078-4,2025-07-24,,,,,
82110,77.866.076-8,MSCH,LIMITADA,2025-07-24,,,
82111,96.871.720-0,FERRI,S,A,I,C,2025-07-24
82112,77.344.411-0,AGENCIA,PULSO,SPA,2025-07-24,,
82113,77.926.291-K,MUNDO,FANTASY,SPA,2025-07-24,,
PRODUCCIÓN,EVENTOS,Y,,,,,
82114,77.885.904-1,OTROS,EMPRESA,2025-07-24,,,
82115,78.007.168-0,HYS,SERVICES,SPA,2025-07-24,,
82116,76.873.449-6,REMOTE,WATERS,SPA,2025-07-24,,
