Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
64651,CONSTRUCCIÓN,E,,,,,
INGENIERÍA,ALG,SPA,,,,,
64652,99.532.330-3,MATERIALES,TERMICOS,2025-07-24,,,
64653,77.080.506-6,JARK,SPA,2025-07-24,,,
64654,99.534.720-2,PG,CORP,SERVICIOS,S,A,2025-07-24
64655,76.353.249-6,COMERCIALIZADORA,2025-07-24,,,,
HYLA,CHILE,LIMITADA,,,,,
64656,76.713.021-K,VEPRINT,SPA,2025-07-24,,,
64657,77.055.376-8,PROMAC,SUR,SPA,2025-07-24,,
64658,77.081.266-6,LAWEN,TRAWUN,SPA,2025-07-24,,
64659,8.700.334-5,2025-07-24,,,,,
64660,77.152.778-7,2025-07-24,,,,,
64661,76.353.804-4,2025-07-24,,,,,
INDIVIDUAL,DE,RESPO,,,,,
