Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
79973,ICAFAL,INGENIERIA,Y,,,,
CONSTRUCCION,S,A,,,,,
79974,77.769.589-4,COMERCIAL,APISANDRA,SPA,2025-07-24,,
KYB,ASESORÍA,Y,,,,,
79975,77.736.853-2,2025-07-24,,,,,
TORIRAL,PAISAJISMO,Y,,,,,
79976,77.770.225-4,2025-07-24,,,,,
79977,77.935.225-0,GONCACIA,SPA,2025-07-24,,,
79978,77.199.343-5,SOSER,LIMITADA,2025-07-24,,,
79979,88.518.600-9,JOSE,PUERTAS,PONS,Y,CIA,2025-07-24
79980,77.835.202-8,GRUAS,SALINAS,SPA,2025-07-24,,
79981,77.848.599-0,NM,GARAGE,SPA,2025-07-24,,
79982,77.797.601-K,CARPAVISION,SPA,2025-07-24,,,
79983,77.935.422-9,MARTAL,SPA,2025-07-24,,,
79984,77.199.886-0,SUNTHAZ,SPA,2025-07-24,,,
