Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.011.476-2,LAS,VEGAS,SPA,2025-07-24,
85198,77.965.718-3,SAMBLA,SPA,2025-07-24,
85199,78.068.833-5,SEGURIDAD,JOSÉ,2025-07-24,
LEOVALDO,ORTIZ,DIAZ,E.I.,,
85200,78.019.702-1,2025-07-24,,,
85201,77.965.888-0,SERAUSTRAL,SPA,2025-07-24,
85202,77.994.463-8,VER,ARQUITECTURA,SPA,2025-07-24
85203,78.070.363-6,2025-07-24,,,
85204,76.985.279-4,2025-07-24,,,
JOSÉ,ARAVENA,E.I.R.L.,,,
85205,77.559.406-3,2025-07-24,,,
85206,76.985.852-0,COMERCIAL,FERSAS,SPA,2025-07-24
85207,77.966.169-5,PÓLVORA,SPA,2025-07-24,
