Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
TALLER,DE,REPAR,Y,,,,
96752,MANT,DE,MAQUINARIA,,,,
AGRICOLA,Y,OTROS,,,,,
96753,96.591.760-8,TRULY,NOLEN,CHILE,S,A,2025-07-24
96754,77.524.699-5,QUITRALKUM,SPA,2025-07-24,,,
96755,77.524.806-8,2025-07-24,,,,,
96756,77.524.909-9,2025-07-24,,,,,
96757,77.524.919-6,2025-07-24,,,,,
INTEGRAL,DE,SALUD,SPA,,,,
96758,77.976.616-0,2025-07-24,,,,,
MAQUINARIAS,DE,USO,,,,,
96759,96.597.810-0,2025-07-24,,,,,
96760,96.612.620-5,2025-07-24,,,,,
MEDICAL,PRODUCTS,S,A,,,,
96761,77.976.921-6,KROM,SPA,2025-07-24,,,
