Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
BANQUETERIA,Y,EVENTOS,UNIMAGEN,SPA,2025-07-24,,
75917,SOCIEDAD,COMERCIAL,DEL,NORTE,SPA,2025-07-24,
75918,sociedad,retamal,y,villarroel,limitada,2025-07-24,
75919,CHARLY,SPA,2025-07-24,,,,
75920,RC,INGENIERIA,ELECTRICA,SPA,2025-07-24,,
75921,CENTINELA,MTZ,SPA,2025-07-24,,,
75922,MAQUINARIAS,GABRIEL,LIMITADA,2025-07-24,,,
75923,Ingeniería,"Sanitaria,",construcciones,y,servicios,J,2025-07-24
75924,SOCIEDAD,BRITO,INVERSIONES,LIMITADA,2025-07-24,,
75925,SOCIEDAD,CONSTRUCTORA,L,Y,R,SPA,2025-07-24
77.789.767-,SERVICIOS,DE,ALIMENTACIÓN,CAROLA,ESPERGUEN,SPELETA,
75927,DISTNORT,SPA,2025-07-24,,,,
