Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.382.342-1,COLIVER,GROUP,SPA,2025-07-24,,,
82723,77.956.547-5,PJ,STORE,SPA,2025-07-24,,
82724,77.952.323-3,2025-07-24,,,,,
82725,77.382.738-9,TRANSPORTES,P,Y,V,SPA,2025-07-24
82726,77.897.540-8,COMUNICACIONES,2025-07-24,,,,
82727,76.900.548-K,2025-07-24,,,,,
ALARCÓN,Y,GONZÁLEZ,,,,,
YUSEPP,PLETICOSIC,Y,,,,,
82728,77.385.001-1,YERKO,PLETICOSIC,2025-07-24,,,
82729,77.897.833-4,MÓNICA,ESTER,2025-07-24,,,
CÁRDENAS,SAID,E.I.R.L.,,,,,
82730,77.956.774-5,JJORQUERA,SPA,2025-07-24,,,
82731,77.911.032-K,2025-07-24,,,,,
82732,77.864.608-0,IPC,IMPRESORES,SPA,2025-07-24,,
