Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
69240,SERVICIOS,METANOIA,,,,,
69241,76.830.477-7,IGPS,CHILE,SPA,2025-07-24,,
69242,76.844.437-4,2025-07-24,,,,,
SAAVEDRA,Y,GOIC,LTDA,,,,
69243,77.847.950-8,bresky,gomez,y,cia,ltda.,2025-07-24
69244,77.231.485-K,2025-07-24,,,,,
69245,76.846.024-8,PATAGONIAN,WELLS,SPA,2025-07-24,,
69246,77.342.151-K,2025-07-24,,,,,
69247,77.256.521-6,MARVIL,GROUP,SPA,2025-07-24,,
69248,76.830.598-6,CONSTRUCCION,2025-07-24,,,,
INTEGRAL,E.C.D.,SPA,,,,,
69249,77.848.239-8,RV,ARQUITECTOS,2025-07-24,,,
VERONICA,A,.CORDOVA,,,,,
69250,76.257.699-6,2025-07-24,,,,,
