Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
104898,G2000,Ingenieros,,,,,
104899,77.432.298-1,PANGAL,INGENIERIA,SPA,2025-07-24,,
104900,77.433.167-0,LRQA,CHILE,SPA,2025-07-24,,
104901,77.433.770-9,Mario,Nuñez,y,Cia,Ltda,2025-07-24
104902,77.435.402-6,SUR,VERDE,SPA,2025-07-24,,
DEL,PUENTE,A,LA,,,,
104903,77.435.494-8,2025-07-24,,,,,
104904,77.435.495-6,2025-07-24,,,,,
EMPRESA,INDIVIDUAL,DE,,,,,
104905,77.436.439-0,CELEC,MAULE,SPA,2025-07-24,,
104906,77.436.577-K,2025-07-24,,,,,
104907,77.436.870-1,VISIION,LTDA,2025-07-24,,,
104908,77.437.385-3,KRAKEN,SPA,2025-07-24,,,
