Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.935.418-0,LOGISTICA,E,INGENIERIA,2025-07-24,
83225,77.919.035-8,PRODUCCIONES,RUDDY,2025-07-24,
ERREYES,GABINO,E.I.R.L.,,,
83226,77.419.895-4,SEÑALIZA,SPA,2025-07-24,
BOOKS,AND,BITS,,,
83227,77.927.517-5,EDUCATIONAL,CENTRE,2025-07-24,
"AYRE,",ASESORÍAS,Y,,,
83228,77.976.499-0,2025-07-24,,,
83229,77.877.320-1,2025-07-24,,,
83230,77.927.643-0,INVERSIONES,RONEI,SPA,2025-07-24
83231,77.976.537-7,2025-07-24,,,
83232,77.420.448-2,2025-07-24,,,
DI,GIOVANNI,E.I.R.L.,,,
83233,77.927.986-3,INVERSIONES,PETROHUE,2025-07-24,
83234,77.977.194-6,TERRITORIOTEC,SPA,2025-07-24,
