Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
65495,PUBLICIDAD,HUGO,DANIEL,,,
TORREJÓN,VILLAZON,E.I.R.L.,,,,
65496,76.405.768-6,Jose,Gonzalez,e,Hijos,2025-07-24
INGENIERIA,EN,MAQUINARIA,Y,,,
65497,76.099.636-K,2025-07-24,,,,
INDUSTRIAL,PATRICIO,GAETE,,,,
65498,77.104.634-7,MONKEYS,SPA,2025-07-24,,
65499,77.177.846-1,ECO,IMPRESIONES,LIMITADA,2025-07-24,
65500,76.406.256-6,Catering,Frances,2025-07-24,,
65501,87.845.200-3,IACC,2025-07-24,,,
65502,77.083.472-4,CREAM,SPA,2025-07-24,,
65503,77.159.788-2,2025-07-24,,,,
C,Y,V,INGENIEROS,,,
65504,88.008.000-8,2025-07-24,,,,
CHECO,GESTION,Y,,,,
65505,76.741.328-9,2025-07-24,,,,
