Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
43482,CRISTÓBAL,ANDRÉS,,,,
43483,76.488.188-5,VEMECSPA,2025-07-24,,,
seguridad,integral,e,,,,
43484,76.147.648-3,2025-07-24,,,,
INTERNACIONAL,PARA,EL,,,,
FOMENTO,DE,LA,,,,
43485,65.201.721-5,2025-07-24,,,,
EDUCACION,LA,CULTURA,,,,
Y,EL,BIENESTAR,SOCIAL,,,
DE,LOS,PUEBLOS,,,,
SOCIEDAD,ATII,CENTRO,,,,
DE,ATENCION,TEMPRANA,,,,
43486,76.205.694-1,2025-07-24,,,,
43487,76.490.179-7,2025-07-24,,,,
43488,76.259.065-4,SPORTCONNECT,SPA,2025-07-24,,
43489,76.148.754-K,2025-07-24,,,,
43490,76.255.817-3,2025-07-24,,,,
43491,77.862.307-2,SIN,ETIQUETA,SPA,2025-07-24,
