Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.826.568-2,CONFIA,SPA,2025-07-24,,,
51363,76.537.047-7,Kruh,i,Kava,SpA,2025-07-24
51364,77.874.479-1,2025-07-24,,,,
51365,76.533.445-4,CBS,STRATEGIC,SPA,2025-07-24,
RANCAGUA,DIAL,SEDE,,,,
51366,78.015.150-1,2025-07-24,,,,
51367,77.875.694-3,2025-07-24,,,,
51368,78.025.367-3,CIVILEC,INDUSTRIAL,SPA,2025-07-24,
51369,25.070.232-9,2025-07-24,,,,
51370,77.876.183-1,EFE,PRODUCCIONES,SPA,2025-07-24,
FORESTAL,ORO,VERDE,,,,
51371,76.613.062-3,2025-07-24,,,,
51372,78.015.257-5,CRAYONIT,SPA,2025-07-24,,
