Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
88529,JOSE,MANUEL,ARMONA,,,
SOMBRERO,DE,CONEJO,,,,
88530,77.238.155-7,2025-07-24,,,,
RODHOS,ASESORÍAS,Y,,,,
88531,78.956.570-8,2025-07-24,,,,
88532,78.142.962-7,EVENTOS,CAMPOS,2025-07-24,,
88533,78.451.570-2,2025-07-24,,,,
AZUU,SERVICIOS,DE,,,,
88534,77.101.935-8,2025-07-24,,,,
88535,78.972.190-4,2025-07-24,,,,
88536,77.680.883-0,AD,GROUP,SPA,2025-07-24,
ADONAI,CENTRO,DE,,,,
88537,78.118.043-2,2025-07-24,,,,
88538,78.179.919-K,SKYMED,SPA,2025-07-24,,
88539,78.143.095-1,2025-07-24,,,,
