Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.107.996-2,ALIMENTOS,Y,MERCADO,2025-07-24,
SOC,COMERCIAL,ROJAS,,,
63706,79.985.300-0,2025-07-24,,,
63707,77.620.152-9,CONSTRUCCION,DE,2025-07-24,
OBRAS,CIVILES,D&C,SPA,,
63708,76.557.710-1,CELCOMPRA,S,A,2025-07-24
63709,77.108.234-3,2025-07-24,,,
63710,77.101.148-9,CONSTRUCCION,Y,2025-07-24,
SERVICIOS,A,LA,MINER,,
63711,77.620.667-9,INVERSIONES,INVERCOT,2025-07-24,
63712,79.985.490-2,2025-07-24,,,
63713,77.281.448-8,2025-07-24,,,
63714,77.011.018-1,CRISTIAN,EDUARDO,2025-07-24,
YAÑEZ,MUÑOZ,E.I.,,,
