Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
OTRAS,ACTIVIDADES,DE,,,,
59456,BANQUETERÍA,Y,,,,
EVENTOS,MANUEL,LARA,,,,
59457,76.859.645-K,2025-07-24,,,,
59458,78.096.181-3,2025-07-24,,,,
59459,65.126.283-6,2025-07-24,,,,
59460,77.131.576-3,BOSS,GRAFICA,LIMITADA,2025-07-24,
59461,77.467.993-6,PANIFICADORA,2025-07-24,,,
COLOMBIAN,PAN,SPA,,,,
59462,81.448.600-1,2025-07-24,,,,
59463,65.130.053-3,2025-07-24,,,,
59464,76.945.859-K,2025-07-24,,,,
59465,77.131.737-5,CORNEJO,2025-07-24,,,
