Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
74080,BERNARDO,COSME,,,,,
74081,77.734.452-8,OREGÓNMIL,SPA,2025-07-24,,,
CARMEN,GLORIA,NADER,,,,,
74082,77.469.883-3,2025-07-24,,,,,
SOCIEDAD,CANTO,DEL,AGUA,,,,
74083,77.027.773-6,2025-07-24,,,,,
74084,77.517.605-9,INMOBILIARIA,VALLE,CLARO,2025-07-24,,
74085,77.007.571-8,A,ORILLAS,DEL,RÍO,SPA,2025-07-24
74086,76.860.913-6,Julio,Hernan,2025-07-24,,,
74087,77.027.810-4,COMERCIAL,FELPA,LIMITADA,2025-07-24,,
SOCIEDAD,MÉDICA,CECV,,,,,
74088,77.581.439-K,2025-07-24,,,,,
74089,77.734.650-4,MACROMARKETING,S.A,2025-07-24,,,
74090,77.469.955-4,SILD,SPA,2025-07-24,,,
