Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
TC,DUALMECHANIC,SPA,2025-07-24,,,,
75822,LOS,PINCHEIRA,DEL,SUR,SPA,2025-07-24,
75823,CHILE,CAPACITA,SPA,2025-07-24,,,
75824,CADENASUR,SANTA,JUANA,SPA,2025-07-24,,
75825,MED,SOLUTIONS,SPA,2025-07-24,,,
75827,Barrio,Cívico,Consultores,2025-07-24,,,
75828,CONFECCIONES,KARINA,JARA,E.I.R.L.,2025-07-24,,
75829,INVERSIONES,MANTAGUA,SPA,2025-07-24,,,
75830,COMERCIALIZADORA,REHABILITATE,SPA,2025-07-24,,,
75831,CDO,EDUTEKNICA,CAPACITACION,SPA,2025-07-24,,
75832,SOC,AGENCIA,OPERADORA,DE,VIAJES,LIMITADA,2025-07-24
