Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77181,ABRAHAM,TORO,ESPINOZA,E.I.,,,
77182,77.724.649-6,CONSTRUCTORA,CF,LIMITADA,2025-07-24,,
77183,77.639.608-7,2025-07-24,,,,,
77184,77.013.256-8,2025-07-24,,,,,
INGENIERIA,Y,CONSTRUCCION,,,,,
77185,77.673.103-K,2025-07-24,,,,,
INGENIERIA,Y,MONTAJE,SCA,,,,
77186,77.639.972-8,SPA,SERGIO,CAMPOS,A,E.I.R.,2025-07-24
77187,77.603.351-0,RUTA,VAN,SPA,2025-07-24,,
77188,77.673.219-2,3,MW,CONSTRUCCION,SPA,2025-07-24,
LUCO,RIQUELME,GESTIÓN,,,,,
77189,77.640.155-2,2025-07-24,,,,,
77190,77.603.364-2,2025-07-24,,,,,
77191,77.673.617-1,SOCIEDAD,METALMAD,SPA,2025-07-24,,
77192,77.826.339-4,HJ,SONIDO,SPA,2025-07-24,,
